"date","subj_id","response","Adj","Name","Unit","Pred","Repetition","NormUnit"
1438010523,"subj02",31,"Tall","Stanley","68","notShort",2,-6
1438010523,"subj02",87,"Tall","Ethan","63","notVeryTall",2,-21
1438010523,"subj02",16,"Tall","Stanley","79","notVeryTall",2,27
1438010523,"subj02",17,"Tall","Charles","82","notVeryTall",2,36
1438010523,"subj02",24,"Tall","John","73","neither",2,9
1438010523,"subj02",20,"Tall","Charles","69","notShort",2,-3
1438010523,"subj02",89,"Tall","James","77","notShort",2,21
1438010707,"subj03",33,"Tall","John","68","notTall",1,-6
1438010707,"subj03",8,"Tall","James","75","short",1,15
1438010707,"subj03",0,"Tall","Jason","73","notVeryTall",1,9
1438010707,"subj03",18,"Tall","Anthony","74","notTall",1,12
1438010707,"subj03",76,"Tall","Alex","70","notShort",1,0
1438010707,"subj03",12,"Tall","Michael","74","notVeryTall",1,12
1438010707,"subj03",31,"Tall","George","69","short",1,-3
1438010707,"subj03",12,"Tall","George","68","notTall",2,-6
1438010707,"subj03",72,"Tall","Jason","68","tall",1,-6
1438010707,"subj03",1,"Tall","Donald","72","neither",1,6
1438010707,"subj03",10,"Tall","Donald","68","short",1,-6
1438010707,"subj03",29,"Tall","Steven","75","neither",1,15
1438010707,"subj03",89,"Tall","Paul","63","short",1,-21
1438010707,"subj03",15,"Tall","Charles","82","notVeryTall",1,36
1438010707,"subj03",4,"Tall","Kenneth","70","short",1,0
1438010707,"subj03",20,"Tall","Kenneth","69","notTall",1,-3
1438010707,"subj03",86,"Tall","Jacob","73","tall",1,9
1438010707,"subj03",76,"Tall","Jason","72","veryTall",1,6
1438010707,"subj03",74,"Tall","Jacob","69","notShort",1,-3
1438010707,"subj03",27,"Tall","Benjamin","71","short",1,3
1438010707,"subj03",85,"Tall","Ryan","82","tall",1,36
1438010707,"subj03",93,"Tall","Stanley","77","veryTall",1,21
1438010707,"subj03",78,"Tall","Alex","74","tall",1,12
1438010707,"subj03",36,"Tall","Daniel","69","neither",1,-3
1438010707,"subj03",84,"Tall","Matthew","63","notTall",1,-21
1438010707,"subj03",75,"Tall","Joseph","74","tall",2,12
1438010707,"subj03",22,"Tall","Robert","69","notTall",2,-3
1438010707,"subj03",9,"Tall","Alex","69","short",2,-3
1438010707,"subj03",76,"Tall","Stanley","72","tall",1,6
1438010707,"subj03",17,"Tall","Jason","77","notTall",1,21
1438010707,"subj03",100,"Tall","Jacob","73","notShort",1,9
1438010707,"subj03",79,"Tall","Robert","68","tall",2,-6
1438010707,"subj03",13,"Tall","Richard","82","neither",1,36
1438010707,"subj03",22,"Tall","Kevin","75","notTall",1,15
1438010707,"subj03",12,"Tall","David","72","notTall",1,6
1438010707,"subj03",84,"Tall","Ronald","69","veryTall",1,-3
1438010707,"subj03",98,"Tall","Donald","79","veryTall",1,27
1438010707,"subj03",15,"Tall","Jacob","72","short",1,6
1438010707,"subj03",21,"Tall","Brian","69","notVeryTall",1,-3
1438010707,"subj03",96,"Tall","Daniel","79","tall",1,27
1438010707,"subj03",1,"Tall","Michael","70","notTall",1,0
1438010707,"subj03",69,"Tall","Kevin","71","veryTall",1,3
1438010707,"subj03",22,"Tall","Ryan","70","neither",1,0
1438010707,"subj03",26,"Tall","Matthew","70","notVeryTall",1,0
1438010707,"subj03",0,"Tall","James","72","neither",2,6
1438010707,"subj03",38,"Tall","Edward","66","veryTall",1,-12
1438010707,"subj03",93,"Tall","Kenneth","63","notVeryTall",1,-21
1438010707,"subj03",0,"Tall","Jeff","79","notTall",1,27
1438010707,"subj03",92,"Tall","Jacob","79","tall",2,27
1438010707,"subj03",17,"Tall","Mark","71","neither",1,3
1438010707,"subj03",68,"Tall","Richard","69","veryTall",2,-3
1438010707,"subj03",93,"Tall","Thomas","71","notShort",1,3
1438010707,"subj03",6,"Tall","Anthony","63","tall",1,-21
1438010707,"subj03",59,"Tall","Christopher","68","neither",1,-6
1438010707,"subj03",3,"Tall","Tim","75","notVeryTall",1,15
1438010707,"subj03",9,"Tall","Michael","82","short",1,36
1438010707,"subj03",26,"Tall","Ethan","66","neither",1,-12
1438010707,"subj03",87,"Tall","Jacob","79","veryTall",2,27
1438010707,"subj03",7,"Tall","Kevin","77","short",1,21
1438010707,"subj03",9,"Tall","John","72","notVeryTall",1,6
1438010707,"subj03",25,"Tall","Robert","74","neither",1,12
1438010707,"subj03",39,"Tall","Jacob","68","short",2,-6
1438010707,"subj03",75,"Tall","Charles","70","veryTall",1,0
1438010707,"subj03",91,"Tall","Mark","75","notShort",1,15
1438010707,"subj03",93,"Tall","Benjamin","77","tall",1,21
1438010707,"subj03",86,"Tall","Arthur","75","veryTall",1,15
1438010707,"subj03",17,"Tall","Anthony","71","notVeryTall",1,3
1438010707,"subj03",17,"Tall","Robert","73","notVeryTall",2,9
1438010707,"subj03",7,"Tall","Edward","72","short",2,6
1438010707,"subj03",11,"Tall","Steven","63","veryTall",1,-21
1438010707,"subj03",11,"Tall","Anthony","75","short",2,15
1438010707,"subj03",10,"Tall","David","77","notVeryTall",1,21
1438010707,"subj03",4,"Tall","William","77","neither",1,21
1438010707,"subj03",26,"Tall","Steven","70","notTall",2,0
1438010707,"subj03",93,"Tall","Thomas","72","veryTall",2,6
