"date","subj_id","response","Adj","Name","Unit","Pred","Comparative","Pred2","NormUnit"
1504268138,"subj002",83,"Tall","Edward","77","muchTaller",TRUE,"VeryAdj",7
1504268138,"subj002",5,"Tall","Mark","75","notVeryTall",FALSE,"NotVeryAdj",5
1504268138,"subj002",9,"Tall","Michael","74","notTaller",TRUE,"NotAdj",4
1504268138,"subj002",10,"Tall","Jeff","79","notTall",FALSE,"NotAdj",9
1504268138,"subj002",5,"Tall","John","72","notTaller",TRUE,"NotAdj",2
1504268138,"subj002",15,"Tall","Steven","70","notTall",FALSE,"NotAdj",0
1504268138,"subj002",20,"Tall","Brian","72","notTall",FALSE,"NotAdj",2
1504268138,"subj002",6,"Tall","Kenneth","82","notVeryTall",FALSE,"NotVeryAdj",12
1504268138,"subj002",8,"Tall","Tim","70","notMuchTaller",TRUE,"NotVeryAdj",0
1504268138,"subj002",86,"Tall","David","66","notVeryTall",FALSE,"NotVeryAdj",-4
1504268138,"subj002",69,"Tall","George","68","notTall",FALSE,"NotAdj",-2
1504268138,"subj002",7,"Tall","Jason","68","notMuchTaller",TRUE,"NotVeryAdj",-2
1504268138,"subj002",16,"Tall","Joseph","63","notTaller",TRUE,"NotAdj",-7
1504268138,"subj002",60,"Tall","Mark","71","muchTaller",TRUE,"VeryAdj",1
1504268138,"subj002",6,"Tall","James","71","notTaller",TRUE,"NotAdj",1
1504268138,"subj002",63,"Tall","Charles","73","tall",FALSE,"Adj",3
1504268138,"subj002",100,"Tall","Paul","82","tall",FALSE,"Adj",12
1504268138,"subj002",4,"Tall","Alex","69","veryTall",FALSE,"VeryAdj",-1
1504268138,"subj002",70,"Tall","Kenneth","74","muchTaller",TRUE,"VeryAdj",4
1504268138,"subj002",27,"Tall","Stanley","72","notMuchTaller",TRUE,"NotVeryAdj",2
1504268138,"subj002",94,"Tall","Steven","75","muchTaller",TRUE,"VeryAdj",5
1504268138,"subj002",67,"Tall","David","71","tall",FALSE,"Adj",1
1504268138,"subj002",19,"Tall","Charles","69","notVeryTall",FALSE,"NotVeryAdj",-1
1504268138,"subj002",7,"Tall","Christopher","68","muchTaller",TRUE,"VeryAdj",-2
1504268138,"subj002",41,"Tall","Jacob","73","notMuchTaller",TRUE,"NotVeryAdj",3
1504268138,"subj002",31,"Tall","Jason","72","taller",TRUE,"Adj",2
1504268138,"subj002",62,"Tall","Jeff","73","taller",TRUE,"Adj",3
1504268138,"subj002",9,"Tall","Michael","69","tall",FALSE,"Adj",-1
1504268138,"subj002",8,"Tall","Arthur","71","notMuchTaller",TRUE,"NotVeryAdj",1
1504268138,"subj002",3,"Tall","Thomas","66","muchTaller",TRUE,"VeryAdj",-4
1504268138,"subj002",2,"Tall","Jacob","68","veryTall",FALSE,"VeryAdj",-2
1504268138,"subj002",7,"Tall","William","75","notTaller",TRUE,"NotAdj",5
1504268138,"subj002",14,"Tall","Benjamin","71","veryTall",FALSE,"VeryAdj",1
1504268138,"subj002",88,"Tall","Richard","68","notVeryTall",FALSE,"NotVeryAdj",-2
1504268138,"subj002",16,"Tall","John","66","tall",FALSE,"Adj",-4
1504268138,"subj002",6,"Tall","Anthony","74","notTall",FALSE,"NotAdj",4
1504268138,"subj002",5,"Tall","Jason","77","notTall",FALSE,"NotAdj",7
1504268138,"subj002",7,"Tall","Anthony","63","notMuchTaller",TRUE,"NotVeryAdj",-7
1504268138,"subj002",3,"Tall","Richard","79","notTaller",TRUE,"NotAdj",9
1504268138,"subj002",6,"Tall","Donald","72","muchTaller",TRUE,"VeryAdj",2
1504268138,"subj002",39,"Tall","Edward","71","notTall",FALSE,"NotAdj",1
1504268138,"subj002",96,"Tall","Thomas","75","tall",FALSE,"Adj",5
1504268138,"subj002",76,"Tall","Jacob","68","notTaller",TRUE,"NotAdj",-2
1504268138,"subj002",75,"Tall","Benjamin","66","notTaller",TRUE,"NotAdj",-4
1504268138,"subj002",93,"Tall","Mark","63","notTall",FALSE,"NotAdj",-7
1504268138,"subj002",61,"Tall","Matthew","70","notTaller",TRUE,"NotAdj",0
1504268207,"subj003",31,"Tall","Kevin","75","notTall",FALSE,"NotAdj",5
1504268207,"subj003",38,"Tall","Charles","73","tall",FALSE,"Adj",3
1504268207,"subj003",50,"Tall","Donald","72","muchTaller",TRUE,"VeryAdj",2
1504268207,"subj003",79,"Tall","Donald","66","notTall",FALSE,"NotAdj",-4
1504268207,"subj003",81,"Tall","Robert","79","veryTall",FALSE,"VeryAdj",9
1504268207,"subj003",80,"Tall","Arthur","71","notMuchTaller",TRUE,"NotVeryAdj",1
1504268207,"subj003",87,"Tall","Ronald","82","muchTaller",TRUE,"VeryAdj",12
1504268207,"subj003",51,"Tall","Richard","68","notVeryTall",FALSE,"NotVeryAdj",-2
1504268207,"subj003",50,"Tall","Jacob","79","notMuchTaller",TRUE,"NotVeryAdj",9
1504268207,"subj003",33,"Tall","Jacob","72","veryTall",FALSE,"VeryAdj",2
1504268207,"subj003",25,"Tall","Jason","77","notTall",FALSE,"NotAdj",7
1504268207,"subj003",69,"Tall","Arthur","75","taller",TRUE,"Adj",5
1504268207,"subj003",13,"Tall","John","66","tall",FALSE,"Adj",-4
1504268207,"subj003",28,"Tall","Anthony","74","notTall",FALSE,"NotAdj",4
1504268207,"subj003",17,"Tall","Alex","69","veryTall",FALSE,"VeryAdj",-1
1504268207,"subj003",27,"Tall","Ryan","73","veryTall",FALSE,"VeryAdj",3
1504268207,"subj003",8,"Tall","Edward","66","taller",TRUE,"Adj",-4
1504268207,"subj003",82,"Tall","Joseph","63","notTaller",TRUE,"NotAdj",-7
1504268207,"subj003",12,"Tall","George","79","notVeryTall",FALSE,"NotVeryAdj",9
1504268207,"subj003",41,"Tall","Christopher","68","muchTaller",TRUE,"VeryAdj",-2
1504268207,"subj003",73,"Tall","Christopher","77","tall",FALSE,"Adj",7
1504268207,"subj003",78,"Tall","Mark","63","notTall",FALSE,"NotAdj",-7
1504268207,"subj003",0,"Tall","Arthur","63","veryTall",FALSE,"VeryAdj",-7
1504268207,"subj003",24,"Tall","David","71","tall",FALSE,"Adj",1
1504268207,"subj003",63,"Tall","Kenneth","74","muchTaller",TRUE,"VeryAdj",4
1504268207,"subj003",3,"Tall","Tim","82","notTall",FALSE,"NotAdj",12
1504268207,"subj003",18,"Tall","Benjamin","77","notMuchTaller",TRUE,"NotVeryAdj",7
1504268207,"subj003",43,"Tall","Ronald","69","taller",TRUE,"Adj",-1
1504268207,"subj003",18,"Tall","Jeff","79","notTall",FALSE,"NotAdj",9
